time,function,request_id,ip,message,request
2024-05-19 14:15:46.071438,[-:error],931d60bbb68fa1e8b6c6c89e91c916aa,194.233.67.233:0,[client 194.233.67.233] ModSecurity: Access denied with code 406 (phase 2). Pattern match '(?:wp-config-sample\\.php|archlve\\.php|lndex\\.php|singIe\\.php|sldebar\\.php|connents\\.php|archlve\\.php|4O4\\.php|functlons\\.php)' at REQUEST_URI. [file 'remote server'] [line '-1'] [id '570105'] [msg 'Malware.Expert - Wordpress - Plugins malwares'] [hostname 'laboratoire-orphye.org'] [uri '/wp-config-sample.php'] [unique_id 'ZkntcupxMKCVbxPDc1kOogAAAEM'],
2024-05-19 14:15:47.415883,[-:error],96f6ce6c0f2549db1b5be4efddf1cc1e,194.233.67.233:0,[client 194.233.67.233] ModSecurity: Access denied with code 406 (phase 2). Pattern match '/wp-admin/css/.*\\.php' at REQUEST_URI. [file 'remote server'] [line '-1'] [id '430027'] [msg 'Malware.Expert - request_uri: Wordpress - prevent PHP files from executing'] [hostname 'laboratoire-orphye.org'] [uri '/wp-admin/css/colors/blue/CasperExV1.php'] [unique_id 'ZkntcxpO-QiGQiz2yTRsUgAAAA8'],
2024-05-19 14:16:05.627623,[-:error],7c64e42c3e7a092881fe50207b8edf0e,194.233.67.233:0,[client 194.233.67.233] ModSecurity: Access denied with code 406 (phase 2). String match '/shell.php' at REQUEST_URI. [file 'remote server'] [line '-1'] [id '570072'] [msg 'Malware.Expert - PHP Command Shell'] [hostname 'laboratoire-orphye.org'] [uri '/shell.php'] [unique_id 'ZknthQcpjTmNUg1lhSh7NAAAAMU'],
2024-05-19 14:16:07.961421,[-:error],f049ca97287b09af712f886814cee376,194.233.67.233:0,[client 194.233.67.233] ModSecurity: Access denied with code 406 (phase 2). String match '/wso.php' at REQUEST_URI. [file 'remote server'] [line '-1'] [id '570066'] [msg 'Malware.Expert - PHP Command Shell (WSO)'] [hostname 'laboratoire-orphye.org'] [uri '/wso.php'] [unique_id 'Zknthyi-Q_Exd0ukWQCDvwAAAQg'],
2024-05-19 14:16:09.833277,[-:error],03712c3dff02faff3cf308b05d2dee93,194.233.67.233:0,[client 194.233.67.233] ModSecurity: Access denied with code 406 (phase 2). Pattern match '\\/plugins\\/(wp-systemic-user|(?i)press|wp-felody|wpputty|wpyii2|wpzip|M-Shield|kingof|WPRobot3|ai-seo-fix|apikey|blnmrpb|bqxtbuu|core-stab|cve-2023-45124|file-manager-zeroday|ioptimization|loftloader.2.4.0|ph-file-manager|phoenix_|root-file-manager|t ...' at REQUEST_URI. [file 'remote server'] [line '-1'] [id '580401'] [msg 'Malware.Expert - Wordpress - Block fake plugins'] [hostname 'laboratoire-orphye.org'] [uri '/wp-content/plugins/apikey/mar.php'] [unique_id 'ZkntiepxMKCVbxPDc1kO5QAAAEg'],
2024-05-19 14:16:10.329815,[-:error],421ec883bd4b6862b52e3a08a5dc7f92,194.233.67.233:0,[client 194.233.67.233] ModSecurity: Access denied with code 406 (phase 2). Pattern match '/wp-admin/images/.*\\.php' at REQUEST_URI. [file 'remote server'] [line '-1'] [id '430030'] [msg 'Malware.Expert - request_uri: Wordpress - prevent PHP files from executing'] [hostname 'laboratoire-orphye.org'] [uri '/wp-admin/images/module.php'] [unique_id 'ZkntihpO-QiGQiz2yTRskQAAAAo'],
2024-05-19 14:16:14.540235,[-:error],581a7f7c4984483a95bce68b1ef40f7a,194.233.67.233:0,[client 194.233.67.233] ModSecurity: Access denied with code 406 (phase 2). String match '/wp-2019.php' at REQUEST_URI. [file 'remote server'] [line '-1'] [id '570068'] [msg 'Malware.Expert - PHP Command Shell (WSO)'] [hostname 'laboratoire-orphye.org'] [uri '/wp-2019.php'] [unique_id 'ZkntjvBSWdOGLxXd6JR1PgAAAJg'],
2024-05-19 14:16:20.409478,[-:error],ed05254e7e9077ec33781ecaf6c2a439,194.233.67.233:0,[client 194.233.67.233] ModSecurity: Access denied with code 406 (phase 2). Pattern match '/wp-admin/includes/.*\\.php' at REQUEST_URI. [file 'remote server'] [line '-1'] [id '430034'] [msg 'Malware.Expert - request_uri: Wordpress - prevent PHP files from executing'] [hostname 'laboratoire-orphye.org'] [uri '/wp-admin/includes/about.php'] [unique_id 'ZkntlOpxMKCVbxPDc1kPCAAAAEw'],
2024-05-19 14:16:25.859682,[-:error],2953e096a39eb32d330b122a5196fc85,194.233.67.233:0,[client 194.233.67.233] ModSecurity: Access denied with code 406 (phase 2). Pattern match '/wp-admin/includes/.*\\.php' at REQUEST_URI. [file 'remote server'] [line '-1'] [id '430034'] [msg 'Malware.Expert - request_uri: Wordpress - prevent PHP files from executing'] [hostname 'laboratoire-orphye.org'] [uri '/wp-admin/includes/users.php'] [unique_id 'ZkntmSi-Q_Exd0ukWQCD9wAAARM'],
2024-05-19 14:16:30.153730,[-:error],0c6ab809b3ee1a86e4a5497565cbbeb6,194.233.67.233:0,[client 194.233.67.233] ModSecurity: Access denied with code 406 (phase 2). String match '/wp-info.php' at REQUEST_URI. [file 'remote server'] [line '-1'] [id '570012'] [msg 'Malware.Expert - wp-info.php - Malware'] [hostname 'laboratoire-orphye.org'] [uri '/wp-info.php'] [unique_id 'ZkntnhpO-QiGQiz2yTRsywAAAAY'],
2024-05-19 14:16:40.546690,[-:error],eef614a6cc49a124d85fbaf981bc9b7a,194.233.67.233:0,[client 194.233.67.233] ModSecurity: Access denied with code 406 (phase 2). String match '/wp-includes/wp-class.php' at REQUEST_URI. [file 'remote server'] [line '-1'] [id '570084'] [msg 'Malware.Expert - Wordpress - Malware'] [hostname 'laboratoire-orphye.org'] [uri '/wp-includes/wp-class.php'] [unique_id 'ZkntqAcpjTmNUg1lhSh7nAAAAMA'],
2024-05-19 14:16:44.294725,[-:error],3b26dc592020b56bb8d92ac4b054f559,194.233.67.233:0,[client 194.233.67.233] ModSecurity: Access denied with code 406 (phase 2). Pattern match '/fonts/.*\\.php' at REQUEST_URI. [file 'remote server'] [line '-1'] [id '468000'] [msg 'Malware.Expert - request_uri: Fonts folder - prevent PHP files from executing'] [hostname 'laboratoire-orphye.org'] [uri '/wp-includes/js/tinymce/skins/lightgray/fonts/index.php'] [unique_id 'ZkntrOpxMKCVbxPDc1kPSwAAAEo'],
2024-05-19 14:16:48.374943,[-:error],2cb1cd0c7e5b93f6dd7b0f20e59f649e,194.233.67.233:0,[client 194.233.67.233] ModSecurity: Access denied with code 406 (phase 2). Pattern match '^\\/wp-20[0-9]{2}\\.php' at REQUEST_URI. [file 'remote server'] [line '-1'] [id '570077'] [msg 'Malware.Expert - PHP Command Shell'] [hostname 'laboratoire-orphye.org'] [uri '/wp-2020.php'] [unique_id 'ZkntsCi-Q_Exd0ukWQCERwAAAQk'],
2024-05-19 14:16:58.665699,[-:error],d6860cb05dcf7c6c9b8348159c240b55,194.233.67.233:0,[client 194.233.67.233] ModSecurity: Access denied with code 406 (phase 2). Operator EQ matched 0 at REQUEST_HEADERS_NAMES. [file 'remote server'] [line '-1'] [id '431000'] [msg 'Malware.Expert - request_uri: CSS - prevent PHP files from executing'] [hostname 'laboratoire-orphye.org'] [uri '/wp-includes/js/tinymce/plugins/compat3x/css/index.php'] [unique_id 'ZkntuvBSWdOGLxXd6JR10wAAAIg'],
2024-05-19 14:17:02.636713,[-:error],f8dd13d80c5d41c2a52735293c4b9561,194.233.67.233:0,[client 194.233.67.233] ModSecurity: Access denied with code 406 (phase 2). Pattern match '/wp-admin/css/.*\\.php' at REQUEST_URI. [file 'remote server'] [line '-1'] [id '430027'] [msg 'Malware.Expert - request_uri: Wordpress - prevent PHP files from executing'] [hostname 'laboratoire-orphye.org'] [uri '/wp-admin/css/index.php'] [unique_id 'ZkntvgcpjTmNUg1lhSh79AAAAMY'],
2024-05-19 14:17:06.682350,[-:error],741699cce656fec0f496786a0894e310,194.233.67.233:0,[client 194.233.67.233] ModSecurity: Access denied with code 406 (phase 2). Pattern match '\\/plugins\\/(wp-systemic-user|(?i)press|wp-felody|wpputty|wpyii2|wpzip|M-Shield|kingof|WPRobot3|ai-seo-fix|apikey|blnmrpb|bqxtbuu|core-stab|cve-2023-45124|file-manager-zeroday|ioptimization|loftloader.2.4.0|ph-file-manager|phoenix_|root-file-manager|t ...' at REQUEST_URI. [file 'remote server'] [line '-1'] [id '580401'] [msg 'Malware.Expert - Wordpress - Block fake plugins'] [hostname 'laboratoire-orphye.org'] [uri '/wp-content/plugins/press/wp-class.php'] [unique_id 'ZkntwvBSWdOGLxXd6JR17QAAAJQ'],
2024-05-19 14:17:20.490247,[proxy_fcgi:error],b552596cb91e4785890b913703570eb2,194.233.67.233:0,AH01071: Got error 'Primary script unknown',/.well-known/acme-challenge/license.php
2024-05-19 14:17:27.353903,[proxy_fcgi:error],eb7ab5a7cc590362ffb773a66c2b4716,194.233.67.233:0,AH01071: Got error 'Primary script unknown',/.well-known/acme-challenge/iR7SzrsOUEP.php
2024-05-19 14:17:28.328171,[-:error],8e184f3aa8a7306e2cca362eec14dc90,194.233.67.233:0,[client 194.233.67.233] ModSecurity: Access denied with code 406 (phase 2). Pattern match '/wp-admin/includes/.*\\.php' at REQUEST_URI. [file 'remote server'] [line '-1'] [id '430034'] [msg 'Malware.Expert - request_uri: Wordpress - prevent PHP files from executing'] [hostname 'laboratoire-orphye.org'] [uri '/wp-admin/includes/iR7SzrsOUEP.php'] [unique_id 'Zknt2PBSWdOGLxXd6JR2NwAAAIw'],
2024-05-19 14:17:34.828331,[-:error],bef10f15f0f37fe8066a8a65add2f96e,194.233.67.233:0,[client 194.233.67.233] ModSecurity: Access denied with code 406 (phase 2). Pattern match '/images/.*\\.php' at REQUEST_URI. [file 'remote server'] [line '-1'] [id '470000'] [msg 'Malware.Expert - request_uri: Images folder - prevent PHP files from executing'] [hostname 'laboratoire-orphye.org'] [uri '/images/iR7SzrsOUEP.php'] [unique_id 'Zknt3ii-Q_Exd0ukWQCE4wAAARU'],
2024-05-19 14:17:38.547449,[-:error],34f9fcda9cc9ea69593a641b3c8accb9,194.233.67.233:0,[client 194.233.67.233] ModSecurity: Access denied with code 406 (phase 2). Pattern match '/wp-admin/js/.*\\.php' at REQUEST_URI. [file 'remote server'] [line '-1'] [id '430031'] [msg 'Malware.Expert - request_uri: Wordpress - prevent PHP files from executing'] [hostname 'laboratoire-orphye.org'] [uri '/wp-admin/js/widgets/iR7SzrsOUEP.php'] [unique_id 'Zknt4vBSWdOGLxXd6JR2UAAAAIw'],
2024-05-19 14:17:39.475346,[-:error],a2ddc2676a749fed257f23472a3cde63,194.233.67.233:0,[client 194.233.67.233] ModSecurity: Access denied with code 406 (phase 2). Pattern match '/wp-admin/images/.*\\.php' at REQUEST_URI. [file 'remote server'] [line '-1'] [id '430030'] [msg 'Malware.Expert - request_uri: Wordpress - prevent PHP files from executing'] [hostname 'laboratoire-orphye.org'] [uri '/wp-admin/images/iR7SzrsOUEP.php'] [unique_id 'Zknt4wcpjTmNUg1lhSh8bAAAANg'],
2024-05-19 14:18:46.901407,[-:error],347b68b45fa3007819d13e76bc9d66e6,194.233.67.233:0,[client 194.233.67.233] ModSecurity: Access denied with code 406 (phase 2). Pattern match '(?:wp-config-sample\\.php|archlve\\.php|lndex\\.php|singIe\\.php|sldebar\\.php|connents\\.php|archlve\\.php|4O4\\.php|functlons\\.php)' at REQUEST_URI. [file 'remote server'] [line '-1'] [id '570105'] [msg 'Malware.Expert - Wordpress - Plugins malwares'] [hostname 'laboratoire-orphye.org'] [uri '/wp-config-sample.php'] [unique_id 'ZknuJupxMKCVbxPDc1kQuAAAAEY'],
2024-05-19 14:18:53.494310,[-:error],9129545ef6c76d89906399689d600dc9,194.233.67.233:0,[client 194.233.67.233] ModSecurity: Access denied with code 406 (phase 2). String match 'xmlrpc.php' at REQUEST_URI. [file 'remote server'] [line '-1'] [id '580004'] [msg 'Malware.Expert - Wordpress - xmlrpc.php accept only POST requests'] [hostname 'laboratoire-orphye.org'] [uri '/xmlrpc.php'] [unique_id 'ZknuLSi-Q_Exd0ukWQCFtwAAAQk'],
