time,function,request_id,ip,message
2024-04-28 02:32:38.460132,[autoindex:error],f7b6c04746cbbffbc245246f05a541e4,87.236.176.112:0,"AH01276: Cannot serve directory /var/www/laboratoire-orphye.org/htdocs/vatel.laboratoire-orphye.org/: No matching DirectoryIndex (index.php,index.cgi,index.html) found, and server-generated directory index forbidden by Options directive"
2024-04-28 03:46:39.580056,[autoindex:error],fc9cd3f5f10577c65df2b66ac8b57376,45.83.220.210:0,"AH01276: Cannot serve directory /var/www/laboratoire-orphye.org/htdocs/vatel.laboratoire-orphye.org/: No matching DirectoryIndex (index.php,index.cgi,index.html) found, and server-generated directory index forbidden by Options directive"
2024-04-29 04:30:03.631326,[authz_core:error],4c72187381cb88c13f49889f9799e33f,78.153.140.218:0,AH01630: client denied by server configuration: /var/www/laboratoire-orphye.org/htdocs/.env
2024-04-29 04:30:08.057173,[authz_core:error],e2084a5ef44f816834f29641146c9b04,78.153.140.218:0,AH01630: client denied by server configuration: /var/www/laboratoire-orphye.org/htdocs/.env
2024-04-30 14:31:15.813138,[-:error],758f6e48f9f7109c60e0296947a1743c,196.199.40.250:0,[client 196.199.40.250] ModSecurity: Access denied with code 406 (phase 1). RBL lookup of 250.40.199.196.rbl.malware.expert succeeded at REMOTE_ADDR. [file '/usr/share/modsecurity_lws/me_rbl.conf'] [line '1'] [id '400010'] [msg 'Malware host detected by rbl.malware.expert'] [hostname 'laboratoire-orphye.org'] [uri '/Contacts/'] [unique_id 'ZjDkk1qgXSTeRbV7VsFK6AAAARA']
2024-04-30 14:31:16.050168,[-:error],b96a4cdb62c8aaa6426fb98ebf1f621c,168.151.242.110:0,[client 168.151.242.110] ModSecurity: Access denied with code 406 (phase 1). RBL lookup of 110.242.151.168.rbl.malware.expert succeeded at REMOTE_ADDR. [file '/usr/share/modsecurity_lws/me_rbl.conf'] [line '1'] [id '400010'] [msg 'Malware host detected by rbl.malware.expert'] [hostname 'laboratoire-orphye.org'] [uri '/Contacts/'] [unique_id 'ZjDkk1qgXSTeRbV7VsFK6QAAAQ4']
2024-04-30 14:31:17.019206,[-:error],ebde704f8b7f00ed8b9a021e249c757b,165.231.45.139:0,[client 165.231.45.139] ModSecurity: Access denied with code 406 (phase 1). RBL lookup of 139.45.231.165.rbl.malware.expert succeeded at REMOTE_ADDR. [file '/usr/share/modsecurity_lws/me_rbl.conf'] [line '1'] [id '400010'] [msg 'Malware host detected by rbl.malware.expert'] [hostname 'laboratoire-orphye.org'] [uri '/Contacts/'] [unique_id 'ZjDklFqgXSTeRbV7VsFK7QAAAQ8']
2024-04-30 14:31:17.662337,[-:error],348cc0f0b224d49be7e76531ea55659f,196.196.31.215:0,[client 196.196.31.215] ModSecurity: Access denied with code 406 (phase 1). RBL lookup of 215.31.196.196.rbl.malware.expert succeeded at REMOTE_ADDR. [file '/usr/share/modsecurity_lws/me_rbl.conf'] [line '1'] [id '400010'] [msg 'Malware host detected by rbl.malware.expert'] [hostname 'laboratoire-orphye.org'] [uri '/Contacts/'] [unique_id 'ZjDkleClaqDQIhwB-1XimAAAAMg']
2024-04-30 15:47:10.690121,[authz_core:error],582a555bbc8ef97c2562628493072a9e,162.240.101.126:0,AH01630: client denied by server configuration: /var/www/laboratoire-orphye.org/htdocs/.env
2024-04-30 22:18:10.424599,[autoindex:error],caa488617adf6fb511fadc5de432c55e,92.118.39.244:0,"AH01276: Cannot serve directory /var/www/laboratoire-orphye.org/htdocs/vatel.laboratoire-orphye.org/: No matching DirectoryIndex (index.php,index.cgi,index.html) found, and server-generated directory index forbidden by Options directive"
2024-05-01 11:51:28.903164,[-:error],3d900ffdabde01c46572552d08a1ca38,176.111.174.153:0,[client 176.111.174.153] ModSecurity: Access denied with code 406 (phase 1). RBL lookup of 153.174.111.176.rbl.malware.expert succeeded at REMOTE_ADDR. [file '/usr/share/modsecurity_lws/me_rbl.conf'] [line '1'] [id '400010'] [msg 'Malware host detected by rbl.malware.expert'] [hostname 'laboratoire-orphye.org'] [uri '/Contacts/'] [unique_id 'ZjIQoO5d8NxWOKj2WAREdwAAAAQ']
2024-05-02 13:40:33.964800,[autoindex:error],8936ccf611025d0cf12b5c4ca93da496,206.189.200.250:0,"AH01276: Cannot serve directory /var/www/laboratoire-orphye.org/htdocs/vatel.laboratoire-orphye.org/: No matching DirectoryIndex (index.php,index.cgi,index.html) found, and server-generated directory index forbidden by Options directive"
2024-05-02 13:40:34.361087,[autoindex:error],dcec2a1838f411e4770d99b053f3a62e,206.189.200.250:0,"AH01276: Cannot serve directory /var/www/laboratoire-orphye.org/htdocs/vatel.laboratoire-orphye.org/: No matching DirectoryIndex (index.php,index.cgi,index.html) found, and server-generated directory index forbidden by Options directive"
2024-05-03 19:00:49.883393,[authz_core:error],088830115949779efebdabaaa8f99e60,159.65.171.174:0,AH01630: client denied by server configuration: /var/www/laboratoire-orphye.org/htdocs/.env
2024-05-03 20:31:45.222230,[authz_core:error],c4e02c3514706b420b68e9d310449d73,185.132.125.108:0,AH01630: client denied by server configuration: /var/www/laboratoire-orphye.org/htdocs/.env
2024-05-03 21:30:18.769481,[autoindex:error],92a826c1ecbfe9bbc4965df4ca14181e,199.45.154.76:0,"AH01276: Cannot serve directory /var/www/laboratoire-orphye.org/htdocs/vatel.laboratoire-orphye.org/: No matching DirectoryIndex (index.php,index.cgi,index.html) found, and server-generated directory index forbidden by Options directive"
2024-05-03 22:22:09.278643,[autoindex:error],5e364b52b5209661da4ce096e7d6d95c,199.45.155.35:0,"AH01276: Cannot serve directory /var/www/laboratoire-orphye.org/htdocs/vatel.laboratoire-orphye.org/: No matching DirectoryIndex (index.php,index.cgi,index.html) found, and server-generated directory index forbidden by Options directive"
2024-05-04 14:51:55.022509,[core:error],719a9859ea32ecc317cdb700854c2645,39.103.225.8:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.
2024-05-04 14:51:55.022762,[core:error],719a9859ea32ecc317cdb700854c2645,39.103.225.8:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.
