ip,timestamp,method,url,status,size,referer,user_agent
94.176.235.106,1715468791,GET,/?wbTokenVerifyDiag=1,200,298,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36"
185.135.132.105,1715484334,GET,/.well-known/acme-challenge/2b84af977753ceeb302c7843af884df2.txt,200,64,-,-
185.135.132.105,1715484334,GET,/.well-known/acme-challenge/2b84af977753ceeb302c7843af884df2.txt,200,64,-,-
185.135.132.105,1715484335,GET,/.well-known/acme-challenge/2b84af977753ceeb302c7843af884df2.txt,200,64,-,-
43.134.66.205,1715485076,GET,/,301,0,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"
43.134.66.205,1715485080,GET,/,200,3116,http://www.laboratoire-orphye.org,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"
137.184.52.77,1715497448,GET,/,301,0,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
137.184.52.77,1715497448,GET,/,200,3116,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
54.36.148.117,1715500753,GET,/robots.txt,200,70,-,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)
89.47.162.206,1715502341,GET,/?wbTokenVerifyDiag=1,200,298,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36"
43.134.89.111,1715521754,GET,/,301,0,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"
43.134.89.111,1715521757,GET,/,200,3112,http://laboratoire-orphye.org,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"
114.119.154.186,1715532478,GET,/robots.txt,200,85,-,Mozilla/5.0 (compatible;PetalBot;+https://webmaster.petalsearch.com/site/petalbot)
114.119.134.159,1715532528,GET,/robots.txt,200,85,-,Mozilla/5.0 (compatible;PetalBot;+https://webmaster.petalsearch.com/site/petalbot)
196.196.53.103,1715534354,GET,/,301,0,http://laboratoire-orphye.org/,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.53 Safari/537.36"
196.196.53.103,1715534354,GET,/,200,11455,https://laboratoire-orphye.org/,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.53 Safari/537.36"
199.45.154.74,1715536874,GET,/,200,3112,-,Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)
199.45.154.74,1715536882,GET,/favicon.ico,200,198,-,Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)
34.213.43.121,1715537120,GET,/,301,0,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
34.213.43.121,1715537120,GET,/,200,11467,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
13.80.183.173,1715537122,GET,/,301,0,-,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36"
13.80.183.173,1715537123,GET,/,200,11487,-,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36"
164.92.79.36,1715543917,GET,/,403,9,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
164.92.79.36,1715543918,GET,/,403,9,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
199.45.155.36,1715543992,GET,/,403,9,-,Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)
199.45.155.38,1715549192,GET,/,403,9,-,Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)
51.222.253.14,1715551075,GET,/robots.txt,200,70,-,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)
54.36.148.38,1715551136,GET,/Biologie-Douleur/,200,2474,-,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)
54.36.148.77,1715551138,GET,/js/a189254f70750975b8138e39d514692d-bundle.js?ts=20240308175348,200,1,-,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)
54.36.148.27,1715551138,GET,/css/a189254f70750975b8138e39d514692d-bundle.css?ts=20240308175348,200,1915,-,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)
173.252.95.5,1715561433,GET,/robots.txt,200,79,-,facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)
150.109.253.34,1715564689,GET,/,301,0,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"
150.109.253.34,1715564693,GET,/,200,3116,http://www.laboratoire-orphye.org,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"
195.181.242.86,1715565359,GET,/?wbTokenVerifyDiag=1,200,298,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36"
209.97.151.182,1715570324,GET,/,301,0,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
185.135.132.105,1715570388,GET,/.well-known/acme-challenge/c340e6db040ec32159a40b8835da975b.txt,200,64,-,-
185.135.132.105,1715570388,GET,/.well-known/acme-challenge/c340e6db040ec32159a40b8835da975b.txt,200,64,-,-
185.135.132.105,1715570389,GET,/.well-known/acme-challenge/c340e6db040ec32159a40b8835da975b.txt,200,64,-,-
51.222.253.16,1715571177,GET,/robots.txt,200,70,-,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)
34.219.83.52,1715581257,GET,/,301,0,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
34.219.83.52,1715581258,GET,/,200,11467,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
137.184.28.197,1715581275,GET,/,301,0,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
137.184.28.197,1715581276,GET,/,200,3112,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
13.80.183.173,1715581440,GET,/,301,0,-,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36"
13.80.183.173,1715581443,GET,/,200,11487,-,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36"
194.38.23.16,1715583265,GET,/administrator/components/com_facileforms/libraries/jquery/tooltip.js,301,0,-,ALittle Client
194.38.23.16,1715583265,GET,/components/com_jbcatalog/libraries/jsupload/server/php/index.php?file=tf2rghf.jpg%20,301,0,-,ALittle Client
194.38.23.16,1715583266,GET,/index.php?option=com_collector&view=filelist&tmpl=component&folder=&type=1,301,0,-,ALittle Client
194.38.23.16,1715583283,GET,/administrator/components/com_facileforms/libraries/jquery/tooltip.js/,404,119,-,ALittle Client
194.38.23.16,1715583285,GET,/components/com_jbcatalog/libraries/jsupload/server/php/index.php?file=tf2rghf.jpg%20/,404,119,-,ALittle Client
194.38.23.16,1715583287,GET,/index.php?option=com_collector&view=filelist&tmpl=component&folder=&type=1/,404,119,-,ALittle Client
114.119.132.61,1715583657,GET,/robots.txt,200,85,-,Mozilla/5.0 (compatible;PetalBot;+https://webmaster.petalsearch.com/site/petalbot)
185.13.180.48,1715588349,GET,/favicon.ico,200,198,https://www.ecosia.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
185.13.180.48,1715588352,GET,/,200,2770,https://www.ecosia.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
185.13.180.48,1715588352,GET,/js/a189254f70750006d183188592056dfc-bundle.js?ts=20240308175348,200,1,https://laboratoire-orphye.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
