ip,timestamp,method,url,status,size,referer,user_agent
52.230.152.87,1718677444,GET,/gallery_gen/3a6850ebafa9683e2edb4ce0102e793f_fit.png?ts=1709913228,200,7500,-,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
52.230.152.87,1718677446,GET,/gallery/tracto1-ts1646064057.png,200,161423,-,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
52.230.152.87,1718677447,GET,/gallery/me2-ts1646066878.jpg?ts=1709913228,200,19809,-,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
159.138.89.179,1718680114,GET,/THESE/LIVRES/,301,0,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
159.138.89.179,1718680118,GET,/THESE/LIVRES/,404,93,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
119.13.105.163,1718682614,GET,/Biophysique/THESE/,301,0,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36"
119.13.105.163,1718682615,GET,/Biophysique/THESE/,404,93,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36"
54.36.149.85,1718683126,GET,/robots.txt,200,70,-,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)
185.135.132.105,1718684987,GET,/.well-known/acme-challenge/6cdfb8871d4cd8776fc535fde674b422.txt,200,64,-,-
185.135.132.105,1718684987,GET,/.well-known/acme-challenge/6cdfb8871d4cd8776fc535fde674b422.txt,200,64,-,-
185.135.132.105,1718684987,GET,/.well-known/acme-challenge/6cdfb8871d4cd8776fc535fde674b422.txt,200,64,-,-
51.222.253.2,1718689912,GET,/robots.txt,200,70,-,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)
54.36.148.188,1718689973,GET,/LIVRES/,200,2405,-,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)
54.36.148.155,1718689974,GET,/css/a189254f707508742ff66f8137b339d5-bundle.css?ts=20240308175348,200,2220,-,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)
54.36.148.150,1718689974,GET,/js/a189254f707508742ff66f8137b339d5-bundle.js?ts=20240308175348,200,1,-,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)
128.199.21.213,1718692111,GET,/,301,0,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
128.199.21.213,1718692111,GET,/,200,3112,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
91.92.241.17,1718694902,GET,/,301,0,-,-
91.92.241.17,1718694904,GET,/,200,11475,-,-
91.92.241.17,1718694904,GET,/wordpress,301,0,-,-
91.92.241.17,1718694904,GET,/wordpress/,404,119,-,-
91.92.241.17,1718694904,GET,/wp,301,0,-,-
91.92.241.17,1718694904,GET,/wp/,404,119,-,-
91.92.241.17,1718694904,GET,/wp-admin/setup-config.php,301,0,-,-
91.92.241.17,1718694904,GET,/wp-admin/setup-config.php/,404,119,-,-
91.92.241.17,1718694904,GET,/wp-admin/install.php,301,0,-,-
91.92.241.17,1718694904,GET,/wp-admin/install.php/,404,119,-,-
91.92.241.17,1718694904,GET,/blog,301,0,-,-
91.92.241.17,1718694904,GET,/blog/,404,119,-,-
91.92.241.17,1718694904,GET,/new,301,0,-,-
91.92.241.17,1718694904,GET,/new/,404,119,-,-
91.92.241.17,1718694904,GET,/old,301,0,-,-
91.92.241.17,1718694904,GET,/old/,404,119,-,-
91.92.241.17,1718694904,GET,/newsite,301,0,-,-
91.92.241.17,1718694904,GET,/newsite/,404,119,-,-
91.92.241.17,1718694905,GET,/test,301,0,-,-
91.92.241.17,1718694905,GET,/test/,404,119,-,-
91.92.241.17,1718694905,GET,/core,301,0,-,-
91.92.241.17,1718694905,GET,/core/,404,119,-,-
91.92.241.17,1718694905,GET,/testing,301,0,-,-
91.92.241.17,1718694905,GET,/testing/,404,119,-,-
91.92.241.17,1718694905,GET,/home,301,0,-,-
91.92.241.17,1718694905,GET,/home/,404,119,-,-
207.46.13.230,1718698677,GET,/robots.txt,200,70,-,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
207.46.13.111,1718698712,GET,/sitemap_index.xml,404,93,-,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
114.119.188.66,1718701371,GET,/robots.txt,200,70,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
207.46.13.7,1718701623,GET,/sitemap_index.xml,404,93,-,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
109.235.67.253,1718703445,GET,/?wbTokenVerifyDiag=1,200,298,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36"
36.111.67.189,1718705166,GET,/,301,0,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"
36.111.67.189,1718705167,GET,/,200,3116,http://www.laboratoire-orphye.org,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"
207.46.13.230,1718709965,GET,/robots.txt,200,70,-,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
157.55.39.10,1718709975,GET,/sitemap.xml,200,297,-,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
94.74.85.36,1718715738,GET,/RECHERCHE/Biophysique/,301,0,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
101.44.163.107,1718721844,GET,/Contacts/,301,0,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.64 Safari/537.36 Edg/101.0.1210.47"
101.44.163.107,1718721847,GET,/Contacts/,200,3369,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.64 Safari/537.36 Edg/101.0.1210.47"
123.249.82.229,1718725434,GET,/,200,3112,-,"Mozilla/5.0 (Linux; U; Android 11; zh-cn; Redmi K30 Pro Build/RKQ1.200826.002) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/79.0.3945.147 Mobile Safari/537.36"
201.76.167.220,1718729267,GET,/,301,0,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
201.76.167.220,1718729270,GET,/,200,2770,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
143.198.213.139,1718729832,GET,/,301,0,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
54.36.149.24,1718731260,GET,/,200,2770,-,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)
54.36.148.234,1718731261,GET,/js/a189254f70750006d183188592056dfc-bundle.js?ts=20240308175348,200,1,-,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)
54.36.148.168,1718731261,GET,/css/a189254f70750006d183188592056dfc-bundle.css?ts=20240308175348,200,2641,-,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)
119.13.103.16,1718746334,GET,/THESE/RECHERCHE/,404,93,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36"
190.92.205.164,1718747833,GET,/COMMUNICATIONS/THESE/,404,93,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
114.119.156.44,1718748543,GET,/robots.txt,200,85,-,Mozilla/5.0 (compatible;PetalBot;+https://webmaster.petalsearch.com/site/petalbot)
159.138.102.121,1718753870,GET,/Biophysique/,200,2483,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
52.230.152.133,1718754587,GET,/robots.txt,200,70,-,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
52.230.152.168,1718754780,GET,/js/common-bundle.js?ts=20240308175348,200,50409,-,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
52.230.152.168,1718754781,GET,/gallery_gen/3a6850ebafa9683e2edb4ce0102e793f_fit.png?ts=1709913228,200,7500,-,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
52.230.152.168,1718754784,GET,/gallery/tracto1-ts1646064057.png,200,161423,-,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
52.230.152.168,1718754786,GET,/js/a189254f70750006d183188592056dfc-bundle.js?ts=20240308175348,200,1,-,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
52.230.152.168,1718754788,GET,/css/common-bundle.css?ts=20240308175348,200,31560,-,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
52.230.152.168,1718754790,GET,/gallery/me2-ts1646066878.jpg?ts=1709913228,200,19809,-,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
52.230.152.168,1718754792,GET,/Publications-1/,200,4240,-,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
52.230.152.86,1718754793,GET,/robots.txt,200,70,-,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.0; +https://openai.com/gptbot)"
52.230.152.168,1718754794,GET,/css/a189254f70750006d183188592056dfc-bundle.css?ts=20240308175348,200,2641,-,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
52.230.152.168,1718754795,GET,/THESE/,200,2248,-,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
52.230.152.168,1718754797,GET,/PUBLICATIONS/,200,4563,-,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
52.230.152.168,1718754798,GET,/RECHERCHE/,200,3058,-,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
52.230.152.168,1718754800,GET,/LIVRES/,200,2405,-,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
52.230.152.168,1718754801,GET,/ENSEIGNEMENTS/,200,3142,-,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
52.230.152.168,1718754803,GET,/Contacts/,200,3374,-,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
52.230.152.168,1718754804,GET,/COMMUNICATIONS/,200,4251,-,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
52.230.152.168,1718754806,GET,/,200,2770,-,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
52.230.152.168,1718754807,GET,/Biologie-Douleur/,200,2476,-,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
52.230.152.168,1718754809,GET,/Biophysique/,200,2486,-,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
167.94.145.104,1718760423,GET,/,403,9,-,Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)
206.168.34.61,1718765059,GET,/,403,9,-,Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)
124.243.134.234,1718765471,GET,/PUBLICATIONS/COMMUNICATIONS/,404,93,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
94.247.172.129,1718766960,GET,/,301,0,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2)
94.247.172.129,1718766960,GET,/,200,3116,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2)
159.138.108.54,1718767385,GET,/RECHERCHE/,200,3058,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36"
110.238.107.187,1718768290,GET,/Biophysique/COMMUNICATIONS/,404,93,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
185.135.132.105,1718768435,GET,/.well-known/acme-challenge/6f3227507341e1ffe64d7fc4c820a775.txt,200,64,-,-
185.135.132.105,1718768435,GET,/.well-known/acme-challenge/6f3227507341e1ffe64d7fc4c820a775.txt,200,64,-,-
185.135.132.105,1718768436,GET,/.well-known/acme-challenge/6f3227507341e1ffe64d7fc4c820a775.txt,200,64,-,-
159.138.104.49,1718773594,GET,/PUBLICATIONS/Biophysique/,404,93,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
119.8.162.110,1718775152,GET,/Biologie-Douleur/Contacts/,404,93,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36"
124.243.134.126,1718780113,GET,/PUBLICATIONS/LIVRES/,404,93,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.64 Safari/537.36 Edg/101.0.1210.47"
114.119.188.229,1718783851,GET,/Biologie-Douleur/Biologie-Douleur/,404,93,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36"
194.38.23.16,1718785704,GET,/admin/plugins/plupload/examples/upload.php,301,0,-,ALittle Client
194.38.23.16,1718785715,GET,/admin/plugins/plupload/examples/upload.php/,404,119,-,ALittle Client
54.36.148.252,1718786746,GET,/robots.txt,200,70,-,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)
54.244.22.255,1718788772,GET,/,301,0,-,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36"
54.213.85.193,1718788772,GET,/,200,3112,-,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36"
54.244.22.255,1718788778,GET,/,200,3112,-,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36"
124.243.132.85,1718789783,GET,/Contacts/,200,3369,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.64 Safari/537.36 Edg/101.0.1210.47"
50.112.47.196,1718789936,GET,/,301,0,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
50.112.47.196,1718789937,GET,/,200,11467,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
13.80.183.173,1718789938,GET,/,301,0,-,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36"
13.80.183.173,1718789939,GET,/,200,11487,-,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36"
114.119.142.20,1718792288,GET,/robots.txt,200,85,-,Mozilla/5.0 (compatible;PetalBot;+https://webmaster.petalsearch.com/site/petalbot)
114.119.135.224,1718792447,GET,/robots.txt,200,85,-,Mozilla/5.0 (compatible;PetalBot;+https://webmaster.petalsearch.com/site/petalbot)
89.47.163.216,1718794517,GET,/?wbTokenVerifyDiag=1,200,298,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36"
119.8.166.176,1718794609,GET,/COMMUNICATIONS/Contacts/,404,93,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
49.0.205.79,1718796636,GET,/Biologie-Douleur/,200,2474,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.64 Safari/537.36 Edg/101.0.1210.47"
35.88.88.226,1718800885,GET,/,301,0,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
35.88.88.226,1718800885,GET,/,200,11467,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
13.80.183.173,1718800887,GET,/,301,0,-,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36"
13.80.183.173,1718800887,GET,/,200,11487,-,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36"
5.133.192.105,1718802959,GET,/,200,3112,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
5.133.192.105,1718802959,GET,/favicon.ico,200,198,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
159.138.121.61,1718803578,GET,/Biologie-Douleur/LIVRES/,404,93,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
49.0.203.197,1718806290,GET,/ENSEIGNEMENTS/,200,3138,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36"
50.112.47.196,1718806579,GET,/,301,0,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
