ip,timestamp,method,url,status,size,referer,user_agent
107.174.115.13,1716072724,GET,/robots.txt,200,85,,Mozilla/5.0 (compatible; version/1.0; Windows NT 5.1
107.174.115.13,1716072727,GET,/,200,3112,,Mozilla/5.0 (compatible; version/1.0; Windows NT 5.1
107.175.69.10,1716072745,GET,/robots.txt,200,85,,Mozilla/5.0 (compatible; version/1.0; Windows NT 5.1
107.175.69.10,1716072746,GET,/,200,3112,,Mozilla/5.0 (compatible; version/1.0; Windows NT 5.1
54.36.148.84,1716073718,GET,/Contacts/,200,3369,-,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)
54.36.148.227,1716073720,GET,/css/a189254f7075067b91b3ee51e88f2b26-bundle.css?ts=20240308175348,200,3146,-,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)
54.36.148.128,1716073720,GET,/js/a189254f7075067b91b3ee51e88f2b26-bundle.js?ts=20240308175348,200,1,-,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)
61.245.7.130,1716076386,GET,/,301,0,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
61.245.7.130,1716076388,GET,/,200,11455,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
178.159.37.16,1716083878,GET,/archivarix.cms.php,301,0,http://laboratoire-orphye.org/archivarix.cms.php,Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion
178.159.37.16,1716083881,GET,/archivarix.cms.php/,404,104,https://laboratoire-orphye.org/archivarix.cms.php/,Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion
176.143.129.81,1716086193,GET,/,200,3112,-,python-requests/2.29.0
114.119.145.140,1716087322,GET,/robots.txt,200,85,-,Mozilla/5.0 (compatible;PetalBot;+https://webmaster.petalsearch.com/site/petalbot)
36.111.67.189,1716088169,GET,/,301,0,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"
36.111.67.189,1716088170,GET,/,200,3116,http://www.laboratoire-orphye.org,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"
185.135.132.105,1716090105,GET,/.well-known/acme-challenge/d7e712497a454479e2ae9201d4253131.txt,200,64,-,-
185.135.132.105,1716090105,GET,/.well-known/acme-challenge/d7e712497a454479e2ae9201d4253131.txt,200,64,-,-
185.135.132.105,1716090105,GET,/.well-known/acme-challenge/d7e712497a454479e2ae9201d4253131.txt,200,64,-,-
143.110.213.182,1716101998,GET,/,301,0,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
143.110.213.182,1716101998,GET,/,200,3112,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
52.167.144.59,1716107225,GET,/robots.txt,200,70,-,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
52.167.144.179,1716107229,GET,/sitemap_index.xml,404,93,-,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
